location,fault_severity,et,nbet,rt,nbrt,st,lf,nblf,svol,volmoy,volsd
l1117,0,e11,1,r8,1,s1,f171xf55,2,19,9.5,2.12132034355964
l600,1,e15,1,r8,1,s2,f203xf82,2,33,16.5,16.2634559672906
l175,0,e11xe34xe35,3,r2xr8,2,s2,f181xf227xf232xf307xf312,5,5,1,0
l149,0,e34xe35,2,r2,1,s2,f232xf233xf307xf312xf313,5,20,4,2
l1060,0,e11,1,r8,1,s2,f73,1,1,1,0
l638,2,e42xe44,2,r2,1,s1,f283xf291xf368xf376,4,65,16.25,8.38152730712011
l849,0,e11,1,r8,1,s1,f195xf73,2,4,2,0
l404,1,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l256,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l475,0,e34xe35,2,r2,1,s2,f232xf234xf307xf312xf314,5,27,5.4,5.59464029227975
l834,2,e15,1,r8,1,s2,f203xf82,2,52,26,12.7279220613579
l735,0,e11xe54xe8,3,r2xr8,2,s1,f191xf70,2,7,3.5,2.12132034355964
l102,0,e34xe35,2,r2,1,s2,f228xf229xf230xf232xf233xf235xf307xf308xf309xf310xf312xf313xf314xf315,14,21,1.5,0.94053994312596
l374,0,e34xe35,2,r2,1,s2,f232xf312,2,114,57,2.82842712474619
l651,0,e11xe2,2,r8,1,s1,f1xf209xf68,3,6,2,1.73205080756888
l604,1,e11,1,r8,1,s1,f170xf54xf68,3,6,2,1
l488,0,e34xe35,2,r2,1,s2,f232xf233xf301xf307xf312xf313,6,41,6.83333333333333,7.35980072193987
l714,0,e11xe18,2,r10xr8,2,s1,f179xf258xf336xf68,4,13,3.25,3.86221007541882
l834,1,e15,1,r8,1,s2,f203xf82,2,10,5,4.24264068711928
l236,0,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l301,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,52,26,4.24264068711928
l442,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l881,0,e22,1,r7,1,s4,f303,1,1,1,0
l234,1,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf307xf312xf95,7,12,1.71428571428571,1.11269728052837
l147,0,e34xe35,2,r2,1,s2,f232xf307xf312xf313,4,4,1,0
l808,0,e15,1,r8,1,s2,f71,1,2,2,0
l527,0,e34,1,r2,1,s2,f235,1,1,1,0
l600,2,e15,1,r8,1,s2,f203xf82,2,94,47,56.5685424949238
l498,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,94,15.6666666666667,19.6943308255616
l710,0,e11,1,r8,1,s2,f73,1,2,2,0
l380,0,e34xe35,2,r2,1,s2,f232xf312,2,12,6,0
l802,1,e11xe13xe23,3,r6xr7xr8,3,s1,f223xf273xf306xf68,4,13,3.25,3.20156211871642
l568,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l282,1,e34,1,r2,1,s2,f227xf232,2,2,1,0
l1015,0,e11,1,r8,1,s1,f170,1,1,1,0
l91,0,e34xe35,2,r2,1,s2,f235xf315,2,485,242.5,71.4177848998413
l89,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,212,53,31.8852107828483
l821,2,e11,1,r8,1,s1,f80,1,1,1,0
l1018,0,e11xe15,2,r8,1,s1,f193xf201xf71xf80,4,14,3.5,1.29099444873581
l798,2,e15,1,r8,1,s2,f203xf82,2,28,14,15.556349186104
l484,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l1095,1,e11xe13,2,r6xr8,2,s1,f273xf68,2,4,2,1.4142135623731
l126,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,29,4.14285714285714,2.96808419852332
l240,0,e34xe35,2,r2,1,s2,f221xf301,2,2,1,0
l1107,0,e11xe15,2,r8,1,s1,f172xf193xf203xf56xf71xf82,6,71,11.8333333333333,8.58875233469138
l1014,1,e11xe14,2,r4xr8,2,s1,f170xf54xf68,3,28,9.33333333333333,3.51188458428425
l607,0,e11xe14xe40,3,r2xr4xr8,3,s1,f10xf162xf68,3,9,3,2.64575131106459
l498,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l955,0,e11,1,r8,1,s1,f171xf55,2,10,5,1.4142135623731
l925,0,e11,1,r8,1,s1,f103xf170xf182xf207xf54xf68,6,126,21,24.0333102172797
l317,0,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,10,2.5,0.577350269189626
l742,0,e15xe54,2,r2xr8,2,s2,f201xf80,2,5,2.5,0.707106781186548
l902,1,e11,1,r8,1,s1,f169xf53,2,4,2,1.4142135623731
l1042,1,e15,1,r8,1,s2,f203xf82,2,12,6,5.65685424949238
l808,0,e11xe15,2,r8,1,s1,f71,1,7,7,0
l286,1,e11xe20,2,r2xr8,2,s1,f134xf181,2,2,1,0
l651,0,e11,1,r8,1,s1,f209xf87,2,4,2,0
l320,0,e20xe34xe35,3,r2,1,s1,f134xf219xf221xf301,4,4,1,0
l976,2,e15,1,r8,1,s2,f203xf82,2,14,7,4.24264068711928
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,50,25,4.24264068711928
l359,0,e34xe35,2,r2,1,s2,f232xf312,2,4,2,0
l1061,1,e15,1,r8,1,s2,f201xf80xf82,3,14,4.66666666666667,4.72581562625261
l991,1,e11,1,r8,1,s1,f206xf209xf68,3,3,1,0
l469,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l245,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,0
l695,0,e11,1,r8,1,s1,f195xf73,2,2,1,0
l853,0,e11,1,r8,1,s2,f54,1,1,1,0
l600,2,e15,1,r8,1,s2,f203xf82,2,53,26.5,2.12132034355964
l321,1,e34xe35,2,r2,1,s2,f232xf307xf312,3,6,2,0
l722,1,e11,1,r8,1,s1,f170xf54,2,3,1.5,0.707106781186548
l653,0,e15,1,r8,1,s2,f203xf82,2,33,16.5,2.12132034355964
l737,1,e11,1,r8,1,s2,f157xf42,2,5,2.5,2.12132034355964
l994,0,e11,1,r8,1,s2,f73,1,1,1,0
l95,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,10,2.5,0.577350269189626
l707,0,e15,1,r8,1,s2,f193xf71,2,4,2,0
l976,1,e15,1,r8,1,s2,f203xf82,2,14,7,7.07106781186548
l97,0,e35,1,r2,1,s4,f312,1,1,1,0
l497,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,372,74.4,54.449977043154
l518,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,7,1.4,0.894427190999916
l89,1,e34xe35,2,r2,1,s2,f227xf232xf307xf312,4,4,1,0
l407,1,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l300,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,44,7.33333333333333,5.42832079621927
l727,0,e11,1,r8,1,s1,f68,1,4,4,0
l1019,0,e15,1,r8,1,s2,f82,1,8,8,0
l600,2,e15,1,r8,1,s2,f203xf82,2,29,14.5,3.53553390593274
l284,0,e11,1,r8,1,s2,f160xf44,2,3,1.5,0.707106781186548
l135,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,43,7.16666666666667,8.40039681602403
l472,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,8,1.6,0.547722557505166
l810,2,e15,1,r8,1,s2,f193xf203xf68xf71xf82,5,41,8.2,8.34865258589672
l705,2,e11xe27,2,r8xr9,2,s1,f319xf68,2,4,2,1.4142135623731
l816,1,e11xe22xe23,3,r7xr8,2,s2,f186xf222xf306xf68,4,4,1,0
l892,1,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,138,23,18.132843130629
l398,0,e35,1,r2,1,s4,f307xf312xf313xf314,4,4,1,0
l509,0,e35,1,r2,1,s4,f312,1,2,2,0
l893,0,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,5,1,0
l883,0,e11,1,r8,1,s2,f54,1,1,1,0
l1007,0,e11xe15,2,r8,1,s1,f201xf80,2,7,3.5,2.12132034355964
l763,0,e15,1,r8,1,s2,f71xf82,2,3,1.5,0.707106781186548
l646,1,e11,1,r8,1,s1,f172xf201xf56xf80,4,6,1.5,0.577350269189626
l884,2,e11,1,r8,1,s1,f155xf170xf207,3,17,5.66666666666667,4.50924975282289
l735,0,e11,1,r8,1,s1,f171xf55,2,11,5.5,0.707106781186548
l1045,0,e11xe15,2,r8,1,s1,f172xf56,2,5,2.5,0.707106781186548
l496,0,e11xe34xe35xe36,4,r2xr8,2,s1,f117xf181xf232xf233xf234xf237xf29xf312xf313xf314,10,59,5.9,6.65749368923638
l469,0,e34xe35,2,r2,1,s2,f229xf232xf234xf236xf309xf311xf312xf314xf316,9,140,15.5555555555556,10.4296585647747
l184,1,e34,1,r2,1,s2,f227xf232,2,2,1,0
l755,0,e11,1,r8,1,s1,f171xf55,2,7,3.5,2.12132034355964
l884,2,e11,1,r8,1,s1,f54,1,5,5,0
l696,0,e11,1,r8,1,s2,f170xf54,2,12,6,5.65685424949238
l1053,1,e11xe15,2,r8,1,s1,f201xf80,2,17,8.5,0.707106781186548
l1011,1,e11,1,r8,1,s1,f196xf74,2,11,5.5,0.707106781186548
l244,0,e34xe35,2,r2,1,s2,f232xf312,2,37,18.5,0.707106781186548
l825,1,e11xe20,2,r2xr8,2,s1,f134xf201xf219xf80,4,4,1,0
l373,0,e34xe35,2,r2,1,s2,f232xf312,2,122,61,0
l97,1,e34,1,r2,1,s2,f227xf232,2,2,1,0
l1019,1,e15,1,r8,1,s2,f201xf203xf80xf82,4,40,10,8.83176086632785
l475,0,e34xe35,2,r2,1,s2,f227xf232xf234xf307xf312xf314,6,17,2.83333333333333,2.99443929086343
l141,0,e35,1,r2,1,s4,f301xf307xf312xf357xf358xf95,6,10,1.66666666666667,1.03279555898864
l309,0,e34xe35,2,r2,1,s2,f232xf312,2,6,3,1.4142135623731
l436,1,e20,1,r2,1,s1,f134xf219,2,2,1,0
l976,0,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,25,6.25,6.84957419601151
l969,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l995,2,e11xe15,2,r8,1,s1,f193xf201xf203xf71xf80xf82,6,51,8.5,13.1263094584883
l344,1,e34xe35,2,r2,1,s2,f232xf312,2,3,1.5,0.707106781186548
l704,1,e15,1,r8,1,s2,f201xf203xf80xf82,4,48,12,17.5309250564063
l350,0,e11,1,r8,1,s2,f44,1,1,1,0
l853,0,e11,1,r8,1,s2,f68,1,2,2,0
l128,0,e34xe35,2,r2,1,s2,f233xf312xf313,3,6,2,1
l895,2,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,22,4.4,0.894427190999916
l1008,0,e11xe15,2,r8,1,s1,f203xf82,2,14,7,1.4142135623731
l479,0,e34,1,r2,1,s2,f234,1,1,1,0
l537,1,e54,1,r2,1,s1,f359xf361,2,2,1,0
l211,0,e35,1,r2,1,s4,f312,1,2,2,0
l255,0,e34xe35,2,r2,1,s2,f232xf312,2,12,6,2.82842712474619
l406,1,e34xe35,2,r2,1,s2,f229xf232xf234xf309xf312xf314,6,6,1,0
l763,1,e11xe15,2,r8,1,s1,f196xf82,2,9,4.5,4.94974746830583
l679,1,e11,1,r8,1,s1,f171xf55,2,34,17,0
l599,1,e15,1,r8,1,s2,f203xf82,2,8,4,0
l830,0,e11,1,r8,1,s1,f170xf54,2,202,101,5.65685424949238
l836,0,e11,1,r8,1,s1,f195xf73,2,4,2,0
l704,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,40,10,10.6770782520313
l507,0,e34xe35,2,r2,1,s2,f232xf234xf309xf312xf314xf316,6,33,5.5,4.23083916026124
l468,0,e34xe35,2,r2,1,s2,f232xf312,2,12,6,0
l414,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l504,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l942,0,e22,1,r7,1,s4,f302,1,1,1,0
l102,0,e34xe35,2,r2,1,s2,f232xf233xf235xf307xf312xf313xf315,7,7,1,0
l836,0,e11,1,r8,1,s2,f195xf73,2,2,1,0
l1079,0,e11xe13,2,r6xr8,2,s1,f273xf345xf68,3,3,1,0
l159,0,e34xe35,2,r2,1,s2,f232xf312,2,12,6,1.4142135623731
l885,1,e11,1,r8,1,s1,f191xf195xf202xf70xf73xf81,6,8,1.33333333333333,0.516397779494322
l1096,0,e20,1,r2,1,s1,f134,1,1,1,0
l73,1,e10xe28,2,r3xr9,2,s1,f127xf150xf212xf35xf38,5,7,1.4,0.547722557505166
l118,0,e20xe35,2,r2,1,s1,f134xf219xf301xf307xf312xf94,6,11,1.83333333333333,0.408248290463863
l661,0,e23,1,r7,1,s4,f306,1,2,2,0
l600,0,e15,1,r8,1,s2,f203xf82,2,13,6.5,3.53553390593274
l826,1,e11xe14,2,r4xr8,2,s1,f170xf54,2,9,4.5,0.707106781186548
l512,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l479,0,e35,1,r2,1,s4,f312,1,1,1,0
l1017,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l995,1,e11xe15,2,r8,1,s1,f193xf71xf82,3,29,9.66666666666667,3.21455025366432
l1026,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l108,1,e34xe35,2,r2,1,s2,f227xf232xf312,3,8,2.66666666666667,1.52752523165195
l584,0,e11,1,r8,1,s1,f55xf73,2,2,1,0
l147,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,20,3.33333333333333,0.516397779494322
l834,2,e15xe54,2,r2xr8,2,s1,f203xf71xf82,3,16,5.33333333333333,3.78593889720018
l619,0,e11,1,r8,1,s1,f170xf54,2,20,10,2.82842712474619
l778,2,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,25,6.25,5.1234753829798
l9,0,e11xe15xe54,3,r2xr8,2,s1,f193xf71,2,50,25,7.07106781186548
l1099,0,e11,1,r8,1,s1,f191xf202xf70xf81,4,9,2.25,1.25830573921179
l126,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313xf315,7,123,17.5714285714286,21.9230255124389
l1008,0,e11xe15,2,r8,1,s1,f201xf203xf80xf82,4,36,9,11.6332855777434
l707,0,e15xe26,2,r8xr9,2,s2,f193xf276xf71,3,8,2.66666666666667,2.88675134594813
l478,0,e34xe35,2,r2,1,s2,f229xf232xf234xf308xf309xf312xf313xf314,8,72,9,10.4880884817015
l1107,2,e15,1,r8,1,s2,f203xf80xf82,3,45,15,12.2882057274445
l921,2,e15,1,r8,1,s2,f201xf203xf56xf80xf82,5,47,9.4,13.145341380124
l475,0,e34xe35,2,r2,1,s2,f232xf234xf312xf314,4,63,15.75,15.5857841210081
l1082,0,e11,1,r8,1,s1,f171xf55xf68,3,5,1.66666666666667,0.577350269189626
l661,1,e11xe13,2,r6xr8,2,s1,f170xf273xf54,3,3,1,0
l902,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l131,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l890,0,e11,1,r8,1,s2,f73,1,1,1,0
l1111,0,e32,1,r8,1,s4,f280,1,1,1,0
l546,1,e11xe39xe54,3,r2xr8,2,s1,f171xf359xf55,3,3,1,0
l1054,1,e11,1,r8,1,s2,f157xf42,2,2,1,0
l808,0,e11xe15,2,r8,1,s1,f193xf71,2,11,5.5,3.53553390593274
l91,0,e34xe35,2,r2,1,s2,f235xf307xf312xf315,4,253,63.25,74.6117729762982
l504,0,e34xe35,2,r2,1,s2,f232xf312,2,20,10,0
l1008,2,e15,1,r8,1,s2,f201xf203xf80xf82,4,12,3,1.15470053837925
l102,0,e34xe35,2,r2,1,s2,f227xf228xf229xf230xf232xf233xf234xf235xf307xf308xf309xf310xf312xf313xf314xf315,16,36,2.25,1.23827837473378
l737,0,e11,1,r8,1,s2,f42xf73,2,2,1,0
l899,0,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,7,1.4,0.547722557505166
l497,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313,4,154,38.5,12.8192563486863
l298,0,e34xe35,2,r2,1,s2,f227xf307xf313,3,18,6,4
l984,1,e11xe13xe14,3,r4xr6xr8,3,s1,f170xf179xf273xf68,4,5,1.25,0.5
l342,0,e35,1,r2,1,s4,f307xf312xf313xf315,4,4,1,0
l805,0,e11,1,r8,1,s2,f70,1,2,2,0
l386,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l1066,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1024,0,e11,1,r8,1,s1,f195xf73,2,6,3,1.4142135623731
l810,1,e11xe15xe54,3,r8,1,s1,f172xf56xf82,3,15,5,1.73205080756888
l149,0,e34xe35,2,r2,1,s2,f232xf307xf312xf313xf315,5,10,2,1
l281,0,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,4,1,0
l894,0,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,82,13.6666666666667,4.76095228569523
l518,0,e34xe35,2,r2,1,s2,f229xf232xf233xf234xf236xf309xf312xf313xf314xf315xf316,11,124,11.2727272727273,19.9253150995958
l497,0,e34xe35,2,r2,1,s2,f232xf312,2,12,6,0
l798,2,e15,1,r8,1,s2,f203xf82,2,10,5,1.4142135623731
l149,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,18,2.25,1.38873014965883
l262,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l823,1,e11xe15,2,r8,1,s1,f193xf198xf71xf76,4,34,8.5,5.06622805119022
l1100,2,e11xe15,2,r8,1,s1,f183xf193xf203xf63xf71xf82,6,218,36.3333333333333,59.6008948478684
l17,0,e11,1,r8,1,s4,f54,1,4,4,0
l474,0,e20xe21xe35,3,r2,1,s1,f134xf135xf301xf312,4,5,1.25,0.5
l1008,1,e15,1,r8,1,s2,f203xf82,2,22,11,5.65685424949238
l418,1,e34xe35,2,r2,1,s2,f221xf301,2,2,1,0
l600,0,e15,1,r8,1,s2,f68,1,1,1,0
l124,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,19,3.16666666666667,1.60208197875972
l957,1,e11,1,r8,1,s1,f202xf81,2,6,3,1.4142135623731
l1056,1,e11,1,r8,1,s1,f170xf54,2,2,1,0
l477,0,e34xe35,2,r2,1,s2,f234xf314,2,4,2,1.4142135623731
l1008,1,e15,1,r8,1,s2,f203xf82,2,16,8,5.65685424949238
l477,0,e34xe35,2,r2,1,s2,f232xf312,2,9,4.5,2.12132034355964
l885,0,e11,1,r8,1,s2,f191xf70,2,6,3,0
l478,0,e34xe35,2,r2,1,s2,f232xf312,2,2,1,0
l921,1,e15,1,r8,1,s2,f203xf82,2,12,6,7.07106781186548
l1026,0,e11xe13,2,r6xr8,2,s1,f179xf273xf68,3,8,2.66666666666667,1.15470053837925
l1050,0,e11,1,r8,1,s2,f47,1,1,1,0
l1083,0,e11,1,r8,1,s1,f170xf54xf68,3,12,4,2.64575131106459
l126,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,26,3.25,2.43486579272276
l603,2,e11,1,r8,1,s1,f54,1,1,1,0
l1100,2,e11xe15,2,r8,1,s1,f203xf71xf82,3,108,36,41.3279566395437
l995,2,e11xe15xe54,3,r2xr8,2,s1,f193xf203xf71xf82,4,153,38.25,51.3314393589997
l814,0,e11,1,r8,1,s1,f191xf70,2,4,2,1.4142135623731
l476,0,e34xe35,2,r2,1,s2,f228xf229xf232xf234xf308xf309xf312xf314,8,161,20.125,19.0220736439087
l474,0,e35,1,r2,1,s4,f312,1,1,1,0
l1047,0,e11,1,r8,1,s2,f55,1,2,2,0
l91,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,159,19.875,20.5595824026518
l79,1,e10xe11xe20xe54,4,r2xr3xr8,3,s1,f134xf154xf219xf39xf55,5,14,2.8,1.09544511501033
l735,0,e11,1,r8,1,s2,f191xf70,2,3,1.5,0.707106781186548
l848,0,e11,1,r8,1,s2,f73,1,1,1,0
l343,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l498,0,e35,1,r2,1,s4,f310xf315,2,2,1,0
l322,0,e35,1,r2,1,s4,f312,1,1,1,0
l894,0,e42xe43xe44,3,r2,1,s1,f283xf290xf291xf368xf375xf376,6,28,4.66666666666667,2.80475786239502
l380,0,e34xe35,2,r2,1,s2,f232xf312,2,14,7,5.65685424949238
l821,0,e11xe15xe5,3,r1xr8,2,s1,f141xf172xf196xf203xf68xf74xf8xf82,8,29,3.625,5.18066460160139
l380,0,e34xe35,2,r2,1,s2,f232xf312,2,7,3.5,0.707106781186548
l1107,0,e11xe15,2,r8,1,s1,f193xf71xf82,3,31,10.3333333333333,10.4083299973307
l181,0,e34xe35,2,r2,1,s2,f233xf235xf307xf312xf313xf315,6,8,1.33333333333333,0.516397779494322
l477,0,e11,1,r8,1,s1,f160xf44,2,2,1,0
l619,1,e11,1,r8,1,s1,f170xf54,2,20,10,2.82842712474619
l895,2,e42xe43xe44xe45,4,r2,1,s1,f283xf290xf291xf293xf368xf375xf376xf378,8,191,23.875,21.9768547080137
l1019,2,e11xe15,2,r8,1,s1,f196xf203xf74xf82,4,21,5.25,5.67890834580027
l459,0,e34xe35,2,r2,1,s2,f232xf234xf312xf314,4,10,2.5,1.29099444873581
l126,0,e34xe35,2,r2,1,s2,f227xf232xf233xf235xf307xf312xf313xf315,8,99,12.375,13.7522725394751
l885,1,e11,1,r8,1,s1,f167xf51,2,5,2.5,2.12132034355964
l897,1,e42xe43xe44xe50,4,r2,1,s1,f283xf291xf368xf374xf375xf376,6,7,1.16666666666667,0.408248290463863
l1032,1,e11,1,r8,1,s1,f170xf54,2,4,2,0
l480,0,e34xe35,2,r2,1,s2,f228xf230xf308xf310,4,6,1.5,0.577350269189626
l229,1,e21xe35,2,r2,1,s1,f135xf220xf307xf312,4,4,1,0
l899,1,e42xe43xe44,3,r2,1,s2,f283xf290xf368xf375xf376,5,13,2.6,1.51657508881031
l658,0,e11,1,r8,1,s1,f171xf55,2,5,2.5,0.707106781186548
l380,0,e20xe35,2,r2,1,s1,f134xf219xf301,3,19,6.33333333333333,0.577350269189626
l823,0,e15,1,r8,1,s2,f80,1,2,2,0
l72,1,e11,1,r8,1,s1,f171xf55,2,7,3.5,2.12132034355964
l506,0,e34xe35,2,r2,1,s2,f232xf312,2,5,2.5,0.707106781186548
l255,0,e34xe35,2,r2,1,s2,f232xf312,2,8,4,1.4142135623731
l358,0,e35,1,r2,1,s4,f307xf312xf314xf95,4,10,2.5,1
l1006,0,e11,1,r8,1,s1,f182,1,1,1,0
l421,0,e20xe34xe35,3,r2,1,s1,f134xf219xf232xf301xf307xf312,6,14,2.33333333333333,0.816496580927726
l530,1,e20xe54,2,r2,1,s1,f134xf219,2,2,1,0
l1052,1,e15,1,r8,1,s2,f203xf82,2,9,4.5,2.12132034355964
l928,0,e20,1,r2,1,s1,f134,1,2,2,0
l696,0,e11,1,r8,1,s2,f54,1,8,8,0
l570,1,e11,1,r8,1,s1,f171xf55,2,3,1.5,0.707106781186548
l673,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l323,0,e34xe35,2,r2,1,s2,f232xf312,2,8,4,0
l600,0,e15,1,r8,1,s2,f203xf82,2,38,19,15.556349186104
l380,0,e34xe35,2,r2,1,s2,f232xf312,2,22,11,1.4142135623731
l834,2,e15,1,r8,1,s2,f203xf82,2,69,34.5,2.12132034355964
l541,1,e11,1,r8,1,s1,f55,1,1,1,0
l821,0,e15,1,r8,1,s2,f193xf203xf71xf82,4,28,7,4.69041575982343
l130,0,e35,1,r2,1,s4,f307xf312,2,2,1,0
l416,0,e34xe35,2,r2,1,s2,f221xf301,2,9,4.5,3.53553390593274
l962,0,e15,1,r8,1,s2,f203xf82,2,20,10,5.65685424949238
l133,0,e34xe35,2,r2,1,s2,f232xf307xf312,3,7,2.33333333333333,1.15470053837925
l837,1,e23,1,r7,1,s4,f223xf306,2,2,1,0
l707,0,e15,1,r8,1,s2,f71,1,5,5,0
l1008,0,e15,1,r8,1,s2,f82,1,7,7,0
l1026,2,e11xe13,2,r6xr8,2,s1,f179xf273xf68,3,17,5.66666666666667,4.04145188432738
l793,0,e11,1,r8,1,s2,f195xf73,2,24,12,12.7279220613579
l643,1,e50,1,r2,1,s1,f289,1,1,1,0
l603,0,e11,1,r8,1,s1,f170xf206xf54xf85,4,13,3.25,2.21735578260835
l984,0,e11,1,r8,1,s2,f68,1,1,1,0
l584,0,e11,1,r8,1,s2,f195xf73,2,4,2,0
l485,0,e34xe35,2,r2,1,s2,f230xf232xf235xf310xf312xf314xf315,7,58,8.28571428571429,9.79309766645681
l909,0,e11,1,r8,1,s1,f170xf54xf68,3,4,1.33333333333333,0.577350269189626
l7,0,e11,1,r8,1,s2,f191xf70,2,6,3,0
l494,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315,6,221,36.8333333333333,27.0881277807579
l798,2,e15,1,r8,1,s2,f203xf68xf82,3,16,5.33333333333333,3.78593889720018
l328,0,e34xe35,2,r2,1,s2,f233xf313,2,2,1,0
l810,2,e11xe15,2,r8,1,s1,f172xf203xf56xf82,4,34,8.5,7.54983443527075
l1010,1,e11,1,r8,1,s1,f195xf73,2,2,1,0
l147,0,e34xe35,2,r2,1,s2,f227xf232xf233xf307xf312xf313,6,13,2.16666666666667,0.752772652709081
l875,1,e11,1,r8,1,s1,f203xf82,2,6,3,0
l457,0,e34xe35,2,r2,1,s2,f232xf233xf235xf312xf313xf315xf316,7,86,12.2857142857143,15.5425682746266
l643,0,e42,1,r2,1,s4,f368,1,1,1,0
l983,1,e11xe15,2,r8,1,s1,f201xf80,2,2,1,0
l649,1,e11,1,r8,1,s1,f170,1,2,2,0
l734,2,e11xe15,2,r8,1,s1,f193xf203xf71xf80xf82,5,53,10.6,9.555103348473
l680,0,e20,1,r2,1,s1,f134xf219,2,2,1,0
l1036,0,e15,1,r8,1,s2,f167xf51,2,2,1,0
l328,0,e34xe35,2,r2,1,s2,f229xf232xf307xf309xf312,5,5,1,0
l135,0,e34xe35,2,r2,1,s2,f232xf233xf312xf313xf315,5,58,11.6,10.573551910309
l6,1,e20,1,r2,1,s1,f134,1,1,1,0
l497,0,e35,1,r2,1,s4,f312,1,7,7,0
l408,1,e34xe35,2,r2,1,s2,f233xf235xf313xf315,4,4,1,0
l702,1,e11,1,r8,1,s2,f209xf87,2,6,3,2.82842712474619
l1019,2,e15xe20,2,r2xr8,2,s1,f134xf203xf219xf82,4,10,2.5,1.73205080756888
l556,1,e10xe8,2,r2xr3,2,s1,f154xf39,2,2,1,0
l892,0,e42xe43xe44,3,r2,1,s1,f283xf291xf368xf375xf376,5,21,4.2,0.836660026534076
l114,1,e20xe35,2,r2,1,s1,f134xf219xf301,3,3,1,0
l193,0,e34xe35,2,r2,1,s2,f234xf314,2,2,1,0
l838,0,e11,1,r8,1,s2,f171xf68,2,2,1,0
l175,1,e34xe35,2,r2,1,s2,f232xf235xf312xf313xf315,5,5,1,0
l893,0,e42xe43xe44xe50,4,r2,1,s1,f283xf290xf291xf368xf374xf375xf376,7,63,9,4.93288286231625
l477,0,e34xe35,2,r2,1,s2,f232xf234xf312xf314,4,24,6,5.77350269189626
l396,1,e34xe35,2,r2,1,s2,f234xf314,2,2,1,0
l501,0,e34xe35,2,r2,1,s2,f233xf313xf315,3,6,2,0
l998,1,e11,1,r8,1,s1,f170xf54,2,2,1,0
l356,0,e34xe35,2,r2,1,s2,f229xf234xf307xf309xf312xf314,6,6,1,0
