"","location","fault_severity","severity_type","n.event.types","n.features","max.vol","min.vol","n.resource_type","highest_feature","lowest_feature","sum_vol","sd_vol"
"12055","location 1052","0","severity_type 2",1,3,2,1,1,"feature 82","feature 80",4,0.577350269189626
"12063","location 9","0","severity_type 2",1,1,3,3,1,"feature 71","feature 71",3,NA
"12066","location 501","0","severity_type 2",2,4,3,1,1,"feature 313","feature 235",8,0.816496580927726
"12068","location 899","0","severity_type 1",1,2,1,1,1,"feature 374","feature 374",2,0
"12069","location 243","0","severity_type 2",2,6,2,1,1,"feature 312","feature 229",8,0.516397779494322
"12073","location 469","0","severity_type 1",1,2,1,1,1,"feature 134","feature 134",2,0
"12074","location 734","0","severity_type 1",2,4,34,5,1,"feature 82","feature 193",74,14.2009389360939
"12077","location 810","0","severity_type 1",3,4,23,1,2,"feature 82","feature 193",30,10.5039675043925
"12079","location 668","2","severity_type 1",1,5,20,1,1,"feature 171","feature 205",44,9.78263768111648
"12080","location 135","0","severity_type 2",2,4,5,4,1,"feature 232","feature 233",18,0.577350269189626
"12087","location 1100","2","severity_type 1",2,2,10,4,1,"feature 82","feature 203",14,4.24264068711928
"12088","location 684","2","severity_type 2",1,4,38,1,1,"feature 82","feature 193",45,17.9327447239215
"12090","location 921","1","severity_type 2",1,2,32,2,1,"feature 82","feature 203",34,21.2132034355964
"12095","location 471","0","severity_type 2",2,2,11,11,1,"feature 313","feature 313",22,0
"12097","location 812","0","severity_type 1",1,4,441,1,1,"feature 51","feature 18",772,224.928136671842
"12098","location 599","0","severity_type 2",1,1,9,9,1,"feature 82","feature 82",9,NA
"12099","location 957","0","severity_type 1",2,2,2,1,1,"feature 55","feature 171",3,0.707106781186548
"12103","location 716","0","severity_type 1",1,1,1,1,1,"feature 50","feature 50",1,NA
"12107","location 690","0","severity_type 1",1,2,6,6,1,"feature 81","feature 81",12,0
"12108","location 1086","0","severity_type 2",1,1,14,14,1,"feature 82","feature 82",14,NA
"12109","location 662","0","severity_type 1",2,2,2,1,2,"feature 85","feature 134",3,0.707106781186548
"12112","location 1019","0","severity_type 2",1,1,6,6,1,"feature 82","feature 82",6,NA
"12117","location 763","2","severity_type 2",1,2,50,23,1,"feature 82","feature 203",73,19.0918830920368
"12122","location 794","0","severity_type 1",4,4,1,1,4,"feature 306","feature 306",4,0
"12126","location 1100","2","severity_type 2",1,2,35,10,1,"feature 82","feature 203",45,17.6776695296637
"12127","location 38","0","severity_type 5",2,3,1,1,2,"feature 153","feature 153",3,0
"12131","location 1084","2","severity_type 1",3,2,4,1,2,"feature 170","feature 279",5,2.12132034355964
"12132","location 157","0","severity_type 2",2,2,4,3,1,"feature 312","feature 232",7,0.707106781186548
"12137","location 763","1","severity_type 2",1,2,8,3,1,"feature 82","feature 203",11,3.53553390593274
"12139","location 155","0","severity_type 2",2,3,16,1,1,"feature 312","feature 307",30,7.93725393319377
"12140","location 91","0","severity_type 2",2,4,229,1,1,"feature 315","feature 312",369,111.723990261716
"12143","location 102","0","severity_type 2",2,8,183,1,1,"feature 315","feature 232",369,81.1443819021731
"12145","location 645","2","severity_type 1",4,4,6,2,1,"feature 370","feature 288",12,2
"12147","location 943","0","severity_type 1",1,1,6,6,1,"feature 170","feature 170",6,NA
"12153","location 976","1","severity_type 1",2,4,8,1,1,"feature 82","feature 71",17,3.30403793359983
"12154","location 500","0","severity_type 2",2,6,3,1,1,"feature 313","feature 235",12,0.894427190999916
"12158","location 498","0","severity_type 2",2,6,31,3,1,"feature 313","feature 312",76,11.7756811551038
"12159","location 692","1","severity_type 1",1,2,1,1,1,"feature 170","feature 170",2,0
"12170","location 894","1","severity_type 1",1,2,1,1,1,"feature 166","feature 166",2,0
"12174","location 133","0","severity_type 2",2,4,2,1,1,"feature 312","feature 233",6,0.577350269189626
"12175","location 495","0","severity_type 2",2,2,19,19,1,"feature 312","feature 312",38,0
"12177","location 251","1","severity_type 2",2,2,1,1,1,"feature 232","feature 232",2,0
"12178","location 684","1","severity_type 2",1,2,42,1,1,"feature 82","feature 203",43,28.9913780286484
"12179","location 700","1","severity_type 1",1,2,2,2,1,"feature 209","feature 209",4,0
"12183","location 490","0","severity_type 2",2,4,3,1,1,"feature 235","feature 232",7,0.957427107756338
"12184","location 474","0","severity_type 2",2,6,2,1,1,"feature 315","feature 232",10,0.516397779494322
"12186","location 1093","0","severity_type 1",4,5,8,1,3,"feature 306","feature 219",12,3.13049516849971
"12189","location 157","1","severity_type 1",2,3,1,1,1,"feature 134","feature 134",3,0
"12191","location 714","1","severity_type 1",1,1,1,1,1,"feature 273","feature 273",1,NA
"12193","location 159","0","severity_type 2",2,2,11,6,1,"feature 312","feature 232",17,3.53553390593274
"12194","location 1008","0","severity_type 2",1,3,5,2,1,"feature 80","feature 203",11,1.52752523165195
"12195","location 252","0","severity_type 4",1,4,1,1,1,"feature 95","feature 95",4,0
"12197","location 166","1","severity_type 2",2,2,1,1,1,"feature 221","feature 221",2,0
"12198","location 1052","0","severity_type 1",2,5,52,3,1,"feature 201","feature 111",146,18.3630062898208
"12199","location 931","0","severity_type 1",2,4,4,2,1,"feature 203","feature 80",12,1.15470053837925
"12200","location 892","2","severity_type 1",3,6,14,2,1,"feature 368","feature 291",48,5.62138772902208
"12201","location 480","0","severity_type 2",2,4,29,21,1,"feature 310","feature 230",98,3.41565025531987
"12202","location 810","1","severity_type 2",1,2,34,16,1,"feature 82","feature 203",50,12.7279220613579
"12215","location 122","0","severity_type 2",2,8,2,1,1,"feature 232","feature 233",12,0.534522483824849
"12216","location 102","0","severity_type 2",2,10,2,1,1,"feature 308","feature 315",18,0.421637021355784
"12218","location 266","0","severity_type 2",2,6,2,1,1,"feature 307","feature 233",9,0.547722557505166
"12219","location 809","0","severity_type 1",1,2,1,1,1,"feature 193","feature 193",2,0
"12221","location 159","0","severity_type 2",2,2,6,5,1,"feature 312","feature 232",11,0.707106781186548
"12224","location 810","0","severity_type 2",1,2,4,4,1,"feature 82","feature 82",8,0
"12226","location 7","0","severity_type 1",1,2,6,6,1,"feature 70","feature 70",12,0
"12228","location 808","0","severity_type 1",2,2,13,4,1,"feature 71","feature 193",17,6.36396103067893
"12229","location 704","0","severity_type 2",1,1,2,2,1,"feature 82","feature 82",2,NA
"12230","location 166","0","severity_type 2",2,5,1,1,1,"feature 232","feature 232",5,0
"12232","location 1052","2","severity_type 1",2,2,4,4,2,"feature 82","feature 82",8,0
"12233","location 1024","0","severity_type 1",1,3,29,6,1,"feature 195","feature 109",54,11.5325625946708
"12235","location 962","1","severity_type 2",1,2,8,2,1,"feature 82","feature 203",10,4.24264068711928
"12241","location 425","1","severity_type 2",1,1,1,1,1,"feature 44","feature 44",1,NA
"12244","location 1062","0","severity_type 2",1,1,1,1,1,"feature 74","feature 74",1,NA
"12252","location 242","0","severity_type 2",2,6,66,33,1,"feature 314","feature 229",268,13.0792456459334
"12255","location 938","1","severity_type 1",2,2,3,2,2,"feature 81","feature 202",5,0.707106781186548
"12256","location 497","0","severity_type 2",2,2,9,5,1,"feature 312","feature 232",14,2.82842712474619
"12257","location 172","1","severity_type 2",2,4,2,1,1,"feature 232","feature 307",6,0.577350269189626
"12259","location 707","0","severity_type 2",2,4,2,1,2,"feature 71","feature 193",5,0.5
"12261","location 1089","2","severity_type 1",1,3,17,1,1,"feature 54","feature 68",29,8.08290376865476
"12264","location 942","0","severity_type 1",2,3,2,1,2,"feature 273","feature 179",5,0.577350269189626
"12266","location 734","1","severity_type 1",3,3,7,1,2,"feature 82","feature 198",13,3.05505046330389
"12267","location 957","0","severity_type 2",1,2,4,2,1,"feature 81","feature 202",6,1.4142135623731
"12269","location 627","1","severity_type 1",4,7,4,1,3,"feature 222","feature 78",17,1.13389341902768
"12272","location 298","1","severity_type 2",2,2,2,1,1,"feature 312","feature 232",3,0.707106781186548
"12276","location 1008","1","severity_type 2",1,5,8,1,1,"feature 82","feature 71",18,2.88097205817759
"12277","location 1107","2","severity_type 1",2,8,129,4,1,"feature 82","feature 172",225,41.7113807696927
"12281","location 500","0","severity_type 2",2,4,2,2,1,"feature 312","feature 312",8,0
"12283","location 944","1","severity_type 1",1,5,3,1,1,"feature 170","feature 54",7,0.894427190999916
"12284","location 1031","1","severity_type 1",1,2,8,6,1,"feature 170","feature 54",14,1.4142135623731
"12289","location 122","0","severity_type 2",2,6,9,4,1,"feature 233","feature 315",34,2.58198889747161
"12290","location 116","0","severity_type 2",2,2,7,3,1,"feature 312","feature 232",10,2.82842712474619
"12291","location 664","0","severity_type 1",1,2,7,7,1,"feature 171","feature 171",14,0
"12293","location 147","0","severity_type 2",2,5,1,1,1,"feature 307","feature 307",5,0
"12294","location 641","2","severity_type 1",2,4,19,8,1,"feature 368","feature 283",56,5.35412613473634
"12297","location 1055","0","severity_type 1",2,2,167,81,1,"feature 71","feature 193",248,60.8111831820431
"12304","location 995","2","severity_type 2",1,2,4,4,1,"feature 82","feature 82",8,0
"12305","location 131","1","severity_type 2",2,2,1,1,1,"feature 301","feature 301",2,0
"12306","location 282","0","severity_type 2",2,2,3,3,1,"feature 312","feature 312",6,0
"12308","location 1018","0","severity_type 1",2,3,2,1,1,"feature 80","feature 201",5,0.577350269189626
"12311","location 921","1","severity_type 2",1,2,10,1,1,"feature 82","feature 203",11,6.36396103067893
"12314","location 844","2","severity_type 1",1,3,9,1,1,"feature 155","feature 182",12,4.35889894354067
"12316","location 240","0","severity_type 2",2,4,2,1,1,"feature 227","feature 232",6,0.577350269189626
"12317","location 244","0","severity_type 2",2,2,14,14,1,"feature 312","feature 312",28,0
"12318","location 1000","0","severity_type 2",1,3,1,1,1,"feature 84","feature 84",3,0
"12319","location 509","0","severity_type 2",2,2,14,14,1,"feature 232","feature 232",28,0
"12320","location 903","0","severity_type 2",1,1,1,1,1,"feature 54","feature 54",1,NA
"12321","location 242","0","severity_type 2",2,6,69,55,1,"feature 309","feature 312",375,6.05805249234438
"12324","location 1109","1","severity_type 1",2,2,2,2,2,"feature 273","feature 273",4,0
"12325","location 88","1","severity_type 1",1,2,2,2,1,"feature 134","feature 134",4,0
"12329","location 644","1","severity_type 1",2,4,4,2,1,"feature 368","feature 291",12,1.15470053837925
"12336","location 653","0","severity_type 1",2,2,6,1,2,"feature 82","feature 80",7,3.53553390593274
"12337","location 977","1","severity_type 5",1,2,4,2,1,"feature 133","feature 218",6,1.4142135623731
"12338","location 684","2","severity_type 1",2,4,100,2,1,"feature 82","feature 71",165,47.2396373116193
"12344","location 1056","1","severity_type 1",1,2,1,1,1,"feature 273","feature 273",2,0
"12348","location 471","0","severity_type 2",1,1,2,2,1,"feature 232","feature 232",2,NA
"12349","location 600","2","severity_type 2",1,2,17,5,1,"feature 82","feature 203",22,8.48528137423857
"12352","location 1078","0","severity_type 1",1,2,16,11,1,"feature 73","feature 195",27,3.53553390593274
"12353","location 1042","0","severity_type 2",1,1,26,26,1,"feature 82","feature 82",26,NA
"12357","location 476","0","severity_type 2",2,7,27,2,1,"feature 314","feature 228",69,9.88986975695453
"12359","location 108","0","severity_type 2",2,4,1,1,1,"feature 312","feature 312",4,0
"12362","location 473","0","severity_type 2",2,4,4,2,1,"feature 315","feature 313",12,1.15470053837925
"12363","location 1086","1","severity_type 2",1,2,4,2,1,"feature 82","feature 203",6,1.4142135623731
"12364","location 468","0","severity_type 1",2,5,3,1,1,"feature 307","feature 134",9,1.09544511501033
"12365","location 682","0","severity_type 1",1,2,4,4,1,"feature 171","feature 171",8,0
"12367","location 926","2","severity_type 1",1,6,11,1,1,"feature 209","feature 62",43,4.79235502302017
"12370","location 602","0","severity_type 2",1,2,2,2,1,"feature 171","feature 171",4,0
"12372","location 493","0","severity_type 2",2,6,11,1,1,"feature 314","feature 312",30,3.9496835316263
"12376","location 734","1","severity_type 2",2,6,6,1,2,"feature 68","feature 76",17,2.48327740429189
"12378","location 794","0","severity_type 1",2,3,2,1,2,"feature 163","feature 47",4,0.577350269189626
"12380","location 793","0","severity_type 2",1,2,16,7,1,"feature 73","feature 195",23,6.36396103067893
"12383","location 601","2","severity_type 1",2,3,4,4,2,"feature 345","feature 345",12,0
"12384","location 14","0","severity_type 1",1,2,5,4,1,"feature 55","feature 171",9,0.707106781186548
"12385","location 1100","2","severity_type 1",2,4,49,2,1,"feature 82","feature 80",57,23.185843381972
"12389","location 1015","0","severity_type 1",1,1,1,1,1,"feature 54","feature 54",1,NA
"12390","location 885","0","severity_type 1",1,3,2,1,1,"feature 202","feature 70",5,0.577350269189626
"12393","location 691","1","severity_type 2",3,4,4,1,2,"feature 75","feature 222",10,1.29099444873581
"12394","location 839","1","severity_type 1",1,2,2,1,1,"feature 54","feature 170",3,0.707106781186548
"12396","location 1107","0","severity_type 2",1,3,16,2,1,"feature 82","feature 80",20,8.08290376865476
"12398","location 976","0","severity_type 2",1,2,14,8,1,"feature 82","feature 203",22,4.24264068711928
"12402","location 579","0","severity_type 2",1,1,1,1,1,"feature 73","feature 73",1,NA
"12407","location 899","1","severity_type 1",4,6,4,1,1,"feature 376","feature 283",15,1.37840487520902
"12409","location 149","0","severity_type 2",2,4,2,2,1,"feature 307","feature 307",8,0
"12411","location 1095","1","severity_type 4",1,2,3,1,1,"feature 306","feature 223",4,1.4142135623731
"12412","location 244","0","severity_type 2",2,2,32,29,1,"feature 232","feature 312",61,2.12132034355964
"12414","location 141","1","severity_type 2",2,4,1,1,1,"feature 307","feature 307",4,0
"12418","location 864","1","severity_type 1",1,2,2,2,1,"feature 318","feature 318",4,0
"12420","location 691","1","severity_type 2",2,3,2,2,2,"feature 75","feature 75",6,0
"12430","location 267","0","severity_type 2",2,3,2,1,1,"feature 232","feature 227",4,0.577350269189626
"12431","location 471","0","severity_type 2",2,3,111,2,1,"feature 232","feature 313",191,55.8957362715023
"12433","location 353","1","severity_type 2",2,2,1,1,1,"feature 312","feature 312",2,0
"12434","location 579","0","severity_type 1",1,2,3,2,1,"feature 195","feature 73",5,0.707106781186548
"12441","location 826","1","severity_type 1",3,8,4,1,3,"feature 54","feature 68",20,1.0690449676497
"12444","location 314","0","severity_type 2",2,2,3,3,1,"feature 233","feature 233",6,0
"12445","location 2","1","severity_type 1",3,6,1,1,3,"feature 54","feature 54",6,0
"12446","location 618","1","severity_type 1",2,5,2,1,2,"feature 68","feature 69",6,0.447213595499958
"12449","location 946","0","severity_type 1",1,3,14,3,1,"feature 73","feature 195",22,5.85946527708232
"12450","location 763","0","severity_type 2",1,1,20,20,1,"feature 82","feature 82",20,NA
"12452","location 894","0","severity_type 2",1,1,2,2,1,"feature 283","feature 283",2,NA
"12454","location 1107","1","severity_type 1",2,4,208,2,1,"feature 82","feature 203",237,99.3826779004604
"12463","location 9","0","severity_type 1",2,2,4,1,2,"feature 71","feature 193",5,2.12132034355964
"12464","location 466","0","severity_type 2",2,4,9,6,1,"feature 314","feature 232",30,1.73205080756888
"12468","location 165","0","severity_type 2",2,4,2,1,1,"feature 232","feature 227",6,0.577350269189626
